x y mag_blue mag_red color
3565.502 4903.668 21.322 20.805 0.517
3496.128 4882.579 23.528 22.696 0.832
5836.004 4912.167 21.554 21.018 0.536
5855.034 4897.365 22.016 21.431 0.585
5876.969 4897.525 20.751 20.294 0.456
5842.269 4918.686 23.200 22.410 0.790
6881.568 4876.145 21.003 20.531 0.472
6959.702 4917.202 21.714 21.167 0.548
4155.402 4852.896 21.709 21.163 0.546
4186.026 4853.863 23.407 22.623 0.784
3638.382 4817.711 21.225 20.727 0.498
3679.275 4822.595 20.931 20.427 0.504
3684.407 4854.898 21.918 21.350 0.568
3735.684 4841.432 22.468 21.819 0.649
3202.577 4832.186 23.212 22.340 0.872
3231.194 4843.094 23.226 22.458 0.768
3249.474 4860.182 22.182 21.569 0.613
6057.279 4864.067 22.263 21.647 0.615
6077.219 4826.202 21.334 20.832 0.502
6077.613 4899.004 21.303 20.807 0.497
6092.259 4882.254 22.984 22.256 0.728
6111.843 4906.541 21.058 20.579 0.479
5908.931 4871.864 20.968 20.486 0.482
5993.288 4864.395 23.524 22.716 0.808
3764.379 4852.191 22.011 21.431 0.579
3766.085 4902.679 22.626 21.957 0.669
3813.660 4890.227 22.613 21.939 0.675
3822.086 4857.747 20.734 20.274 0.460
3822.440 4928.395 22.427 21.765 0.662
3773.728 4909.550 23.659 22.799 0.860
3777.219 4876.307 23.349 22.300 1.049
3829.062 4869.031 23.472 22.683 0.790
3840.153 4888.572 23.279 22.498 0.781
4232.229 4931.527 21.563 21.018 0.544
4309.873 4841.588 20.764 20.271 0.492
4313.412 4827.855 22.564 21.901 0.664
4325.328 4865.098 20.386 19.940 0.446
4253.542 4867.534 23.409 22.581 0.829
6394.979 4852.002 21.292 20.788 0.504
6428.263 4889.866 21.387 20.871 0.516
6458.114 4882.292 22.829 22.117 0.712
6458.774 4869.908 22.504 21.855 0.649
6139.919 4924.601 21.932 21.364 0.568
6234.298 4870.196 20.755 20.287 0.469
6136.424 4833.395 22.765 22.057 0.707
6219.477 4931.962 23.850 22.951 0.900
3863.224 4866.835 21.463 20.934 0.529
3899.556 4855.628 21.101 20.600 0.501
3926.172 4884.879 22.045 21.455 0.590
3927.454 4868.784 23.284 22.562 0.722
3927.259 4904.792 23.613 22.756 0.856
3981.593 4823.127 21.308 20.794 0.513
3984.129 4833.502 21.608 21.080 0.528
4034.268 4931.541 23.043 22.299 0.744
4064.334 4858.401 21.450 20.922 0.529
4077.023 4875.016 21.887 21.306 0.581
4085.299 4867.074 22.854 22.143 0.711
3993.782 4834.996 23.931 23.021 0.910
4067.816 4926.695 23.568 22.734 0.835
5545.145 4928.367 21.869 21.307 0.562
5583.632 4819.546 21.583 21.058 0.525
5595.339 4887.031 22.562 21.910 0.652
5627.883 4925.577 21.377 20.767 0.609
5652.840 4905.216 22.562 21.898 0.664
5601.052 4851.787 23.432 22.616 0.816
5687.065 4928.952 21.588 21.055 0.533
5692.305 4935.202 22.405 21.770 0.635
5699.482 4879.120 22.177 21.562 0.615
5709.540 4872.375 21.616 21.089 0.527
5714.380 4886.078 20.874 20.406 0.467
5742.360 4915.545 22.756 22.066 0.690
5757.759 4876.094 23.084 22.399 0.685
4346.039 4924.028 21.508 20.965 0.543
4354.954 4835.032 22.046 21.452 0.594
4382.426 4855.332 22.208 21.590 0.618
4408.628 4824.014 21.553 21.016 0.537
4432.966 4860.862 22.986 22.208 0.778
4437.440 4908.348 22.519 21.841 0.678
4415.074 4935.044 23.872 22.959 0.914
4436.033 4898.454 23.920 23.002 0.918
4944.930 4928.297 22.246 21.615 0.631
4967.484 4839.843 22.661 21.989 0.673
4973.787 4905.945 21.558 21.013 0.545
5017.613 4885.059 22.060 21.477 0.583
5025.794 4871.343 20.640 20.186 0.453
5030.494 4935.374 21.896 21.334 0.562
5048.696 4828.443 20.914 20.377 0.537
4961.747 4876.501 22.750 22.023 0.727
5000.461 4875.839 23.497 22.700 0.797
5365.253 4913.364 20.346 19.890 0.456
5414.243 4910.769 23.789 22.924 0.865
4505.438 4878.630 22.650 21.966 0.684
4535.544 4884.228 21.627 21.080 0.547
4506.998 4834.832 23.691 22.773 0.918
4528.564 4927.707 23.946 23.069 0.877
4544.238 4891.934 23.967 23.072 0.895
4556.351 4896.996 22.875 22.153 0.722
5070.037 4916.991 22.245 21.628 0.618
5085.451 4891.101 22.057 21.482 0.575
5114.801 4885.490 22.402 21.788 0.614
5147.101 4880.283 23.500 22.697 0.803
5167.227 4878.454 23.951 23.092 0.860
5173.220 4931.598 23.408 22.623 0.785
5182.439 4889.681 22.768 22.080 0.688
5232.610 4909.370 22.994 22.242 0.752
5273.762 4873.829 23.489 22.692 0.798
4612.093 4891.580 22.979 22.244 0.735
4632.184 4852.382 20.352 19.912 0.440
4601.961 4861.709 23.766 22.868 0.898
4643.045 4860.272 23.673 22.861 0.811
5457.452 4829.297 21.849 21.292 0.557
5467.739 4864.426 20.789 20.321 0.468
5497.589 4929.757 22.502 21.861 0.641
5506.949 4865.910 21.375 20.866 0.509
5520.599 4907.783 22.477 21.816 0.661
5525.283 4837.168 21.147 20.587 0.560
5532.477 4878.856 21.903 21.330 0.573
5529.618 4842.871 23.892 23.038 0.855
4777.387 4929.525 20.618 20.140 0.478
4717.048 4884.169 23.549 22.722 0.827
4717.960 4877.717 22.854 22.158 0.697
4763.011 4907.131 22.937 22.212 0.725
4829.645 4834.216 23.639 22.801 0.838
4850.651 4885.125 22.803 22.108 0.695
4857.011 4893.193 23.333 22.538 0.794
4868.696 4874.929 23.119 22.368 0.751
4870.282 4840.854 23.733 22.863 0.870
4873.976 4836.263 23.427 22.624 0.803
4898.039 4863.871 23.959 23.038 0.921
4911.361 4869.497 23.724 22.900 0.823
7944.067 4941.760 21.511 20.971 0.539
7955.986 5048.690 22.905 22.198 0.707
7957.323 4954.394 22.063 21.470 0.594
2237.182 4983.690 22.460 21.830 0.630
2194.823 4991.292 23.981 23.125 0.856
7837.976 4951.077 23.381 22.448 0.933
7914.849 5029.152 23.868 23.015 0.852
7929.686 4954.575 22.279 21.666 0.613
7594.115 4950.609 22.639 21.994 0.645
2312.606 5037.235 22.963 22.223 0.741
2316.457 5033.029 23.811 22.999 0.811
7468.936 5030.391 23.653 22.807 0.846
7475.980 4976.890 22.026 21.447 0.579
7527.682 5054.251 22.381 21.743 0.639
7520.858 4964.686 22.613 21.860 0.753
7528.902 4996.933 20.447 20.007 0.440
7540.320 4944.191 23.342 22.532 0.810
7560.072 4980.844 22.245 21.646 0.599
7567.583 4960.226 23.799 22.950 0.849
2495.171 4937.568 23.337 22.546 0.791
2781.939 5049.293 21.502 20.979 0.523
2852.408 4960.891 22.246 21.625 0.621
7361.150 4979.131 20.582 20.131 0.450
7444.023 5030.373 22.563 21.910 0.654
7377.569 4956.100 23.890 22.933 0.957
7436.559 4960.013 23.546 22.697 0.849
2585.625 4966.063 23.055 22.325 0.730
2578.082 4948.539 23.898 22.985 0.913
2668.096 4951.672 20.948 20.482 0.466
2672.675 4973.156 22.112 21.500 0.612
2681.214 5011.933 20.714 20.244 0.470
2697.552 5011.236 22.351 21.724 0.627
2723.641 5052.025 23.521 22.604 0.917
2726.521 5017.224 21.727 21.178 0.549
2754.411 4998.028 21.980 21.413 0.567
2762.532 5042.673 23.060 22.324 0.736
7118.025 5002.337 21.786 21.231 0.555
7157.936 4943.569 23.106 22.366 0.741
3143.464 4953.651 20.442 19.987 0.456
3221.781 4940.414 22.895 22.186 0.710
3155.769 4938.086 23.954 23.052 0.902
3188.685 5053.873 23.485 22.666 0.819
3200.595 4995.588 23.496 22.692 0.804
3201.645 4993.140 23.660 22.838 0.822
3004.235 5032.188 23.800 22.924 0.876
3429.936 5047.727 22.035 21.431 0.604
3490.699 4976.697 21.983 21.402 0.581
3076.696 4946.473 21.129 20.638 0.491
3114.517 4973.527 23.704 22.836 0.868
7006.453 4957.770 22.836 22.146 0.690
7065.663 4995.828 23.879 22.980 0.899
7080.005 5006.637 22.301 21.681 0.620
7083.212 5053.393 22.397 21.775 0.622
7035.628 4950.854 23.950 23.080 0.871
7085.695 5005.106 23.845 23.009 0.836
5665.452 4960.993 22.154 21.545 0.608
5702.626 5027.693 22.334 21.712 0.622
5715.559 4988.818 22.382 21.747 0.635
5719.626 4959.523 21.892 21.326 0.567
5744.975 4977.909 22.354 21.735 0.619
5758.365 4936.439 23.523 22.719 0.804
5768.875 5047.566 22.879 22.216 0.663
4046.356 5015.026 23.100 22.344 0.756
5799.443 5016.459 21.458 20.948 0.510
5827.105 5029.861 22.187 21.568 0.619
5839.294 4960.964 20.896 20.417 0.479
5862.350 4996.271 22.415 21.762 0.653
5880.499 4964.084 22.816 22.106 0.710
5872.074 5024.070 22.976 22.249 0.727
5900.422 5054.736 22.567 21.895 0.672
5901.512 4974.464 20.799 20.330 0.469
5928.287 4979.857 21.656 21.119 0.537
5971.523 5038.739 20.626 20.140 0.486
5900.537 5035.440 22.327 21.695 0.632
5998.610 4952.397 23.721 22.853 0.868
4296.954 4969.874 21.747 21.198 0.549
3324.318 5013.813 23.102 22.372 0.730
3704.205 4972.620 22.016 21.396 0.620
3727.228 5012.551 22.660 21.990 0.671
3732.999 4994.870 22.234 21.617 0.617
3659.952 4982.260 23.650 22.874 0.776
3543.970 5036.727 21.979 21.389 0.590
3593.662 4993.682 23.059 22.349 0.710
3607.520 4971.959 22.072 21.466 0.606
3930.610 5039.838 22.194 21.587 0.607
3949.357 4951.477 20.784 20.318 0.466
3892.652 4949.358 23.455 22.644 0.811
3954.622 5001.455 23.911 23.019 0.893
4382.563 5047.138 21.394 20.876 0.518
4386.319 5031.622 22.663 21.853 0.811
4455.735 4956.693 22.591 21.848 0.744
4406.142 4983.950 23.841 22.982 0.859
4446.024 4944.320 23.561 22.731 0.831
4450.269 4962.370 23.211 22.438 0.773
6143.150 4990.435 22.154 21.556 0.597
6171.262 4945.647 20.288 19.850 0.438
6182.277 5019.254 22.206 21.599 0.607
6254.457 4992.464 21.986 21.413 0.573
6183.588 4949.536 23.836 22.937 0.899
6016.362 4969.740 22.028 21.446 0.582
6016.617 5054.350 22.522 21.864 0.658
6127.627 4960.916 22.053 21.459 0.593
6110.299 4957.698 23.311 22.532 0.778
6266.734 4966.370 20.414 19.972 0.442
6321.450 4956.399 23.690 22.816 0.874
6355.110 4985.719 22.668 21.979 0.689
3764.964 5013.626 22.867 22.166 0.701
3781.727 5039.605 22.782 22.099 0.683
3822.383 4962.481 23.693 22.860 0.834
3843.551 5052.275 20.214 19.778 0.435
3830.680 5003.052 23.771 22.899 0.873
3851.487 4998.345 23.779 22.919 0.860
4111.306 4962.037 22.365 21.674 0.691
4115.997 4954.960 21.887 21.308 0.579
4156.590 5032.447 22.211 21.598 0.613
4166.151 4952.441 22.956 22.222 0.734
4178.269 5042.288 22.865 22.137 0.728
4195.773 5032.648 21.763 21.211 0.552
4153.804 4989.662 23.672 22.822 0.850
5556.869 4948.773 20.506 20.070 0.436
5564.364 4964.709 21.432 20.926 0.506
5600.195 4937.899 20.732 20.279 0.453
5619.449 5042.325 20.833 20.364 0.469
5590.831 4968.591 23.532 22.715 0.816
5619.581 4965.233 23.730 22.903 0.827
5652.875 4941.795 22.938 22.236 0.701
6529.024 4975.973 20.303 19.864 0.439
6537.720 5047.034 20.899 20.428 0.471
6514.604 5047.832 23.756 22.879 0.877
6521.514 4999.114 23.510 22.706 0.804
4528.461 4974.562 22.544 21.879 0.665
4535.709 4997.123 22.354 21.719 0.636
4566.377 5052.739 21.764 21.218 0.545
4495.622 4998.409 23.171 22.425 0.746
4634.680 5039.787 21.650 21.106 0.545
4655.855 5003.129 21.925 21.334 0.590
4664.351 5005.007 20.583 20.129 0.454
4621.758 4985.663 23.067 22.319 0.748
6744.213 4967.576 20.712 20.256 0.456
6768.959 4982.265 22.531 21.883 0.648
6787.670 4984.149 22.714 22.036 0.678
6801.555 4982.668 21.008 20.492 0.516
6458.074 4987.002 21.778 21.235 0.543
6929.192 4974.281 21.427 20.931 0.496
6901.065 5036.170 23.753 22.919 0.834
6943.586 5054.959 23.995 23.058 0.937
6616.898 4955.324 22.721 22.043 0.677
6624.751 5018.680 22.102 21.512 0.589
6630.980 5008.451 20.499 20.008 0.491
6633.015 5028.189 20.873 20.408 0.465
6665.610 4976.783 22.514 21.862 0.652
6670.135 5021.691 21.301 20.807 0.493
6691.359 4995.330 22.120 21.524 0.597
6697.988 4987.261 22.745 22.058 0.687
6709.754 5006.992 23.496 22.670 0.826
5056.848 5014.758 21.735 21.189 0.546
5073.311 4958.894 20.751 20.294 0.457
5088.118 5009.763 20.690 20.230 0.460
5098.843 5021.546 21.515 21.029 0.486
5137.106 4951.540 22.055 21.456 0.598
5079.071 5048.970 23.516 22.680 0.836
5161.516 4990.339 23.957 23.061 0.896
5150.542 5024.417 22.254 21.716 0.538
5199.433 5048.686 21.250 20.745 0.505
5254.753 5007.206 22.245 21.603 0.642
5178.852 4962.220 23.324 22.406 0.918
5229.424 4981.692 22.880 22.167 0.713
5242.543 4974.247 23.548 22.725 0.822
5287.675 5045.584 23.829 22.894 0.935
5471.615 4992.331 20.935 20.462 0.474
5494.267 4989.167 21.880 21.306 0.573
5468.436 5029.150 23.810 22.946 0.864
5481.940 5049.237 23.964 23.079 0.885
4743.723 5013.641 22.803 22.108 0.695
4756.327 4982.371 21.755 21.200 0.555
4698.846 4982.319 22.992 22.252 0.740
4705.081 4992.150 23.301 22.514 0.787
4725.771 4962.523 23.786 22.905 0.881
4761.712 4982.893 23.755 22.902 0.852
4812.431 4987.499 23.053 22.296 0.757
4968.201 4961.626 20.725 20.257 0.467
5039.854 4975.681 20.784 20.236 0.547
4939.589 4979.353 23.890 23.065 0.824
4941.505 4994.743 21.795 21.206 0.589
4945.350 5017.299 20.897 20.429 0.469
4982.409 5047.602 23.417 22.610 0.806
5027.145 4996.791 23.052 22.323 0.729
5332.630 4970.860 21.334 20.830 0.503
5342.502 5018.566 22.204 21.585 0.619
5390.782 4987.614 20.562 20.108 0.454
5320.922 4970.126 23.196 22.459 0.737
4830.108 5021.632 21.989 21.517 0.471
4830.525 5040.418 23.264 22.442 0.822
4835.156 5042.865 22.807 21.994 0.813
4863.366 4995.468 23.884 22.958 0.925
4892.369 5004.109 23.104 22.332 0.772
7944.460 5095.517 23.034 22.305 0.729
2245.762 5103.072 21.607 21.089 0.518
2277.787 5145.248 20.768 20.285 0.483
7749.971 5130.174 23.127 22.392 0.735
7812.666 5175.092 22.128 21.558 0.570
2321.750 5116.551 23.322 22.528 0.794
2394.195 5157.012 22.526 21.878 0.648
2325.007 5064.562 23.868 23.004 0.864
7594.259 5151.123 21.534 21.016 0.518
7604.041 5085.343 23.384 22.598 0.787
7623.587 5073.870 22.009 21.450 0.559
7663.953 5112.530 20.927 20.460 0.468
7471.388 5104.998 21.174 20.687 0.486
7533.239 5086.874 23.137 22.391 0.745
7516.116 5114.377 23.792 22.945 0.847
7530.146 5165.340 23.783 22.901 0.882
2425.115 5125.663 22.458 21.815 0.643
2580.277 5136.104 23.041 22.288 0.753
2593.049 5100.443 21.197 20.700 0.497
2602.594 5153.336 23.082 22.327 0.756
2640.966 5078.268 21.708 21.153 0.555
2569.661 5072.324 23.998 23.117 0.882
2995.046 5073.060 21.828 21.256 0.572
3015.340 5116.080 21.957 21.376 0.581
2952.434 5103.314 23.845 22.961 0.884
3002.156 5173.415 23.790 22.941 0.849
7221.284 5141.585 21.634 21.118 0.516
7286.581 5090.889 21.916 21.343 0.573
2734.227 5140.829 20.619 20.158 0.461
2753.648 5135.533 21.263 20.764 0.498
2760.767 5152.660 23.496 22.648 0.849
7343.713 5114.929 22.905 22.195 0.709
7378.016 5069.252 22.085 21.487 0.599
7404.309 5102.151 22.332 21.706 0.626
7421.234 5061.053 21.594 21.073 0.521
3072.744 5165.208 21.775 21.215 0.560
3096.869 5066.269 23.305 22.528 0.776
4495.404 5089.444 20.837 20.368 0.469
4504.458 5087.075 20.889 20.415 0.474
4530.886 5079.282 22.782 22.044 0.738
4544.434 5096.385 21.475 20.939 0.537
4562.654 5057.811 21.530 21.000 0.530
6976.067 5058.058 21.667 21.135 0.532
6982.622 5141.382 21.648 21.132 0.516
7052.982 5065.465 23.127 22.388 0.739
7080.678 5092.599 22.110 21.516 0.594
6288.428 5127.925 23.723 22.868 0.854
6329.890 5091.827 23.781 22.900 0.881
6373.593 5132.080 23.558 22.733 0.825
3146.117 5120.612 21.182 20.679 0.503
3213.288 5099.258 23.318 22.432 0.886
3249.479 5066.800 23.360 22.566 0.794
6909.963 5133.381 21.697 21.161 0.536
6949.548 5057.984 21.876 21.304 0.572
6974.527 5077.503 23.095 22.364 0.732
6971.594 5064.965 23.800 22.963 0.837
3678.952 5091.924 22.899 22.073 0.826
3625.986 5080.988 23.728 22.906 0.822
3726.231 5137.517 23.990 23.071 0.919
6386.085 5065.290 21.892 21.321 0.571
6397.638 5062.440 21.806 21.177 0.628
6458.919 5088.854 22.650 21.930 0.719
6476.740 5128.466 23.308 22.303 1.005
6490.515 5167.464 23.119 22.385 0.734
6436.177 5092.564 23.375 22.588 0.786
6456.610 5155.383 23.692 22.864 0.828
6471.017 5057.833 23.053 22.315 0.737
6479.570 5116.964 23.936 23.073 0.863
6651.940 5168.417 22.105 21.507 0.598
6695.260 5075.720 22.384 21.748 0.636
6707.143 5080.065 23.571 22.746 0.825
6711.271 5105.172 22.622 21.968 0.654
6712.293 5107.548 23.786 22.907 0.880
4116.142 5142.013 22.091 21.491 0.600
4189.748 5155.818 21.237 20.733 0.504
4214.818 5127.611 22.760 22.060 0.701
4184.768 5077.765 23.707 22.754 0.953
4214.729 5085.507 22.939 22.210 0.730
4264.381 5113.777 22.219 21.602 0.617
4297.742 5077.513 21.515 20.981 0.534
4317.366 5170.645 22.329 21.697 0.632
4256.278 5125.180 23.317 22.524 0.793
4325.274 5080.004 23.334 22.528 0.806
3790.468 5081.987 21.371 20.856 0.514
3825.374 5066.450 22.194 21.572 0.623
3828.371 5112.074 21.418 20.905 0.513
3415.682 5146.262 20.226 19.785 0.440
3485.766 5120.858 22.287 21.637 0.649
3492.949 5062.989 21.683 21.136 0.547
3390.682 5168.551 22.916 22.123 0.793
3428.319 5065.357 23.460 22.662 0.798
6772.226 5130.566 21.902 21.345 0.557
6774.871 5068.370 21.845 21.292 0.553
6852.935 5095.072 21.350 20.834 0.516
6756.761 5139.322 23.479 22.628 0.851
3911.602 5115.490 20.418 19.990 0.428
3942.758 5160.439 22.393 21.765 0.628
3270.290 5106.373 23.005 22.258 0.747
3296.104 5111.464 22.233 21.611 0.622
3352.802 5158.427 23.256 22.485 0.771
3333.127 5131.592 23.956 23.051 0.905
3341.155 5147.295 23.852 22.964 0.889
3542.406 5072.993 22.049 21.468 0.581
3564.817 5123.294 22.790 22.086 0.703
3590.086 5101.967 21.297 20.745 0.552
3590.802 5076.211 20.286 19.829 0.457
3603.773 5124.978 20.211 19.776 0.436
3536.351 5088.601 23.269 22.490 0.779
3549.594 5086.330 23.686 22.840 0.846
3590.403 5068.687 23.519 22.636 0.883
3976.606 5130.637 22.807 22.081 0.726
4008.931 5133.967 22.027 21.437 0.591
4046.623 5068.935 20.780 20.312 0.469
4085.489 5107.391 21.912 21.365 0.547
4093.237 5073.722 23.200 22.362 0.838
6519.763 5125.253 23.900 23.048 0.852
6548.442 5085.430 23.006 22.229 0.777
7097.781 5119.661 21.894 21.340 0.553
7129.540 5096.130 23.250 22.482 0.767
7119.772 5066.122 23.896 23.025 0.872
7162.331 5144.723 23.358 22.552 0.806
5019.895 5132.468 22.611 21.941 0.671
4962.209 5106.845 23.604 22.777 0.826
6140.077 5158.641 22.123 21.424 0.700
6140.663 5074.407 21.446 20.915 0.531
6200.445 5080.904 20.687 20.242 0.445
6234.418 5151.262 22.489 21.840 0.649
6237.873 5117.748 20.929 20.392 0.536
6243.097 5115.301 21.670 21.130 0.540
6249.284 5071.330 23.348 22.495 0.853
6162.179 5173.935 23.781 22.928 0.853
6190.729 5099.768 23.637 22.767 0.870
6222.325 5157.192 23.877 23.007 0.870
6254.394 5105.318 23.240 22.456 0.784
6064.940 5056.383 22.694 22.024 0.670
6093.561 5080.739 21.930 21.371 0.559
6130.951 5160.548 21.765 21.213 0.551
6065.257 5081.860 23.703 22.835 0.869
6133.153 5100.387 23.200 22.441 0.759
5804.685 5170.426 21.022 20.546 0.476
5818.786 5064.549 21.154 20.663 0.491
5857.689 5152.754 20.533 20.086 0.447
5870.966 5121.445 22.180 21.571 0.609
5842.559 5142.991 23.911 23.032 0.879
5910.932 5138.886 21.098 20.613 0.485
5960.135 5077.165 22.664 21.990 0.674
5966.586 5140.107 20.339 19.901 0.438
5935.992 5172.348 23.760 22.901 0.858
5964.265 5140.019 22.334 21.701 0.633
4336.609 5119.014 23.034 22.289 0.745
4341.899 5156.392 20.218 19.779 0.439
4344.001 5081.564 22.213 21.584 0.629
4361.125 5093.756 21.883 21.299 0.584
4405.777 5108.406 22.442 21.808 0.633
4439.309 5112.350 22.887 22.116 0.771
5667.259 5144.778 21.692 21.147 0.545
5673.108 5072.428 21.616 21.077 0.539
5702.140 5106.325 22.046 21.464 0.582
5674.458 5132.107 23.408 22.621 0.787
5683.160 5067.229 23.197 22.429 0.768
5737.932 5064.708 23.061 22.326 0.734
5746.744 5147.445 22.933 22.208 0.725
4804.286 5093.366 21.800 21.242 0.558
4768.331 5056.883 23.868 22.976 0.893
4771.919 5075.306 23.429 22.641 0.788
5185.355 5059.982 21.324 20.826 0.498
5221.319 5145.804 23.041 22.322 0.719
5068.680 5173.072 21.380 20.858 0.522
5086.450 5167.420 22.687 22.008 0.678
5090.116 5132.507 20.191 19.756 0.434
5123.991 5145.979 22.773 22.091 0.682
5154.230 5097.249 22.724 22.055 0.669
5175.995 5063.328 21.646 21.100 0.546
5080.796 5168.951 23.269 22.533 0.736
5113.149 5137.418 23.567 22.723 0.843
5167.873 5070.216 23.089 22.318 0.770
4830.064 5114.684 22.270 21.663 0.606
4820.940 5175.249 23.271 22.485 0.786
4829.483 5147.170 23.251 22.445 0.805
4905.094 5122.171 23.102 22.354 0.748
4913.788 5067.868 23.674 22.805 0.869
4926.866 5090.057 22.234 21.534 0.700
4928.841 5077.619 22.942 22.200 0.742
4934.401 5097.067 22.163 21.559 0.604
4607.946 5129.819 20.359 19.861 0.498
4634.474 5104.310 22.465 21.807 0.658
4620.791 5138.793 23.948 23.036 0.912
4688.783 5174.694 23.869 22.953 0.915
5434.605 5131.621 22.631 21.954 0.677
5451.697 5082.842 22.631 21.955 0.676
5332.016 5081.558 22.480 21.829 0.650
5337.253 5062.464 21.797 21.220 0.577
5353.190 5067.650 22.834 22.130 0.704
5382.241 5132.704 22.451 21.820 0.632
5320.308 5089.327 23.400 22.593 0.807
5325.265 5091.562 22.880 22.171 0.709
7941.894 5232.469 22.524 21.867 0.657
7998.787 5196.421 21.514 21.003 0.511
8006.047 5261.004 22.952 22.153 0.799
8006.386 5291.790 22.704 21.938 0.766
8011.737 5268.802 22.132 21.558 0.574
7848.776 5266.859 23.335 22.461 0.873
7905.002 5260.122 22.783 22.097 0.687
7909.515 5229.078 22.987 22.289 0.698
7919.668 5286.064 23.353 22.484 0.869
7729.306 5229.002 20.497 20.054 0.443
7803.286 5293.622 20.791 20.317 0.474
2351.526 5226.610 23.146 22.421 0.726
2357.243 5259.329 20.637 20.182 0.455
2387.365 5204.253 20.308 19.867 0.441
2482.302 5190.082 23.863 22.994 0.869
7460.498 5184.740 22.504 21.856 0.647
7468.332 5193.727 20.601 20.148 0.453
7524.010 5283.283 23.026 22.287 0.738
7562.557 5204.674 23.934 23.033 0.901
7575.111 5268.258 23.377 22.614 0.763
2553.493 5215.483 22.785 22.074 0.711
2557.897 5187.505 21.419 20.562 0.857
2563.405 5294.659 21.241 20.742 0.499
2625.628 5216.842 22.723 22.038 0.685
2567.556 5211.198 22.939 22.212 0.728
2609.901 5233.782 23.621 22.800 0.821
7601.127 5290.447 23.356 22.576 0.779
7679.040 5293.209 22.142 21.557 0.584
7412.096 5256.683 22.503 21.859 0.644
2747.215 5284.660 20.660 20.206 0.454
2767.235 5246.385 23.500 22.680 0.820
2725.985 5208.171 23.758 22.848 0.910
2734.591 5184.439 23.271 22.516 0.755
2790.568 5229.373 22.435 21.786 0.650
2864.886 5232.696 22.720 22.026 0.694
2872.834 5204.172 20.629 20.123 0.506
7227.884 5213.165 21.894 21.337 0.557
7231.156 5289.481 22.931 22.215 0.716
7271.372 5266.057 23.331 22.542 0.789
7316.724 5243.549 21.303 20.813 0.490
7140.640 5196.226 21.969 21.401 0.568
7141.538 5212.954 21.792 21.227 0.565
2935.482 5259.349 23.456 22.641 0.815
2966.626 5272.729 22.495 21.858 0.637
2995.574 5249.609 21.665 21.123 0.542
6781.183 5216.892 22.611 21.951 0.660
6783.457 5249.938 21.081 20.603 0.478
6785.706 5291.020 21.390 20.876 0.514
6146.289 5254.950 21.269 20.772 0.497
6253.439 5253.049 22.952 22.212 0.740
6144.727 5289.378 23.676 22.839 0.837
6184.870 5278.763 23.798 22.887 0.911
6661.372 5293.626 20.439 19.992 0.447
6698.104 5186.825 23.939 22.998 0.941
6858.628 5246.663 21.183 20.683 0.500
6861.755 5227.565 22.475 21.825 0.650
6946.122 5216.981 22.140 21.563 0.578
6965.911 5218.155 22.348 21.728 0.620
6856.194 5176.291 23.256 22.480 0.776
6907.657 5186.837 23.799 22.979 0.820
6929.943 5184.273 23.952 23.102 0.849
6572.391 5200.059 22.091 21.496 0.595
6574.443 5258.544 22.428 21.800 0.628
6531.208 5284.643 23.308 22.526 0.782
6566.038 5235.817 23.596 22.759 0.837
6584.248 5292.271 22.977 22.251 0.726
7052.234 5232.404 22.200 21.589 0.611
7009.504 5219.805 23.991 22.997 0.994
7051.940 5227.485 23.448 22.587 0.861
5680.215 5249.990 22.510 21.848 0.662
5713.255 5257.042 20.843 20.387 0.456
5708.612 5236.757 22.718 22.033 0.685
5909.797 5271.320 22.750 22.091 0.659
5919.024 5250.977 21.140 20.652 0.489
5960.714 5198.674 21.263 20.765 0.498
5961.749 5266.792 21.138 20.660 0.478
5992.454 5215.003 20.461 20.022 0.439
6007.286 5203.105 21.138 20.652 0.486
5928.024 5261.472 23.587 22.751 0.836
6325.994 5279.297 21.480 20.962 0.517
6361.100 5180.645 22.656 21.972 0.684
6332.534 5202.626 23.959 23.082 0.877
6415.071 5291.006 21.049 20.559 0.489
6420.715 5276.392 21.053 20.558 0.495
6435.332 5229.895 21.980 21.401 0.579
5787.921 5221.933 21.659 21.118 0.541
5816.690 5287.355 21.947 21.367 0.580
5820.360 5218.059 21.886 21.252 0.635
5880.693 5176.456 21.442 20.926 0.516
6112.481 5287.439 21.301 20.780 0.521
6132.491 5217.274 21.972 21.389 0.583
6102.560 5252.047 23.994 23.141 0.853
3520.631 5255.782 21.187 20.687 0.500
3530.191 5247.014 21.741 21.226 0.515
3591.175 5258.170 23.568 22.702 0.866
3517.839 5205.883 23.326 22.536 0.790
3570.186 5210.916 23.368 22.580 0.788
4039.373 5276.163 21.671 21.137 0.535
4042.330 5209.810 20.433 20.058 0.375
4064.110 5275.020 21.680 21.133 0.546
4074.317 5186.407 22.749 22.069 0.680
3985.949 5241.617 23.222 22.445 0.777
4021.314 5229.385 23.635 22.775 0.860
4029.489 5202.463 23.417 22.621 0.796
4081.058 5280.203 23.456 22.640 0.816
5568.613 5293.418 21.449 20.905 0.544
5591.276 5212.888 21.340 20.840 0.500
5623.295 5214.438 21.421 20.894 0.527
3258.733 5289.311 22.785 22.078 0.706
3270.102 5211.869 21.459 20.940 0.518
3283.387 5211.226 21.683 21.122 0.560
3322.585 5176.439 21.993 21.375 0.617
3267.056 5236.115 23.783 22.911 0.872
