x y mag_blue mag_red color
3475.710 7214.480 19.220 18.670 0.549
5306.415 7226.916 19.909 19.480 0.429
5372.035 7230.892 19.774 19.510 0.264
5458.785 7247.458 19.945 19.514 0.432
2901.918 7260.954 20.102 19.657 0.445
3841.222 7263.596 20.117 19.689 0.429
5187.197 7291.276 16.866 16.783 0.083
6109.449 7299.894 18.960 18.358 0.602
3537.505 7316.037 17.939 17.286 0.653
4433.095 7332.242 19.177 18.624 0.553
5017.938 7362.670 19.729 19.292 0.437
4400.849 7380.688 18.851 18.701 0.150
5023.861 7398.201 18.708 18.078 0.630
5343.395 7409.829 18.905 18.299 0.607
4285.895 7426.701 19.760 19.318 0.442
4346.971 7428.999 20.109 19.678 0.431
5446.696 7454.657 16.602 15.885 0.717
4605.876 7460.731 19.388 18.884 0.504
5378.169 7478.286 19.257 18.725 0.532
2969.369 7497.795 17.223 16.534 0.689
5426.317 7551.617 20.082 19.640 0.442
3355.687 7552.932 20.169 19.727 0.441
4539.383 7563.726 20.128 19.691 0.437
5269.479 7568.916 18.262 17.628 0.634
5162.666 7588.716 19.540 19.079 0.460
3687.339 7601.762 19.582 19.128 0.454
3097.018 7790.485 20.054 19.623 0.431
4303.498 7869.915 19.808 19.375 0.433
3678.560 7892.541 17.985 17.313 0.672
3397.861 7914.234 19.532 19.066 0.466
3932.420 7922.126 17.959 17.294 0.665
3739.274 7993.138 19.424 18.938 0.486
6527.599 1387.380 22.450 21.677 0.773
5990.323 1568.320 22.320 21.718 0.603
6980.067 1556.096 20.259 19.840 0.419
6029.954 1573.058 23.335 22.598 0.737
6325.769 1471.022 23.387 22.587 0.800
6357.040 1502.480 21.713 21.173 0.540
6619.337 1558.772 20.918 20.436 0.481
6676.973 1456.826 22.712 22.024 0.688
6541.213 1541.085 21.020 20.547 0.473
6737.523 1558.052 21.808 21.274 0.535
6843.287 1512.905 23.048 22.321 0.727
5772.926 1664.074 21.668 21.151 0.517
5830.823 1663.806 23.538 22.718 0.820
5896.142 1621.523 20.269 19.831 0.438
5930.552 1605.658 22.639 21.932 0.706
6056.781 1613.674 22.108 21.530 0.579
6074.460 1612.739 23.251 22.489 0.762
6921.600 1661.086 22.408 21.663 0.744
6275.884 1590.996 23.654 22.852 0.801
6157.737 1633.904 22.527 21.923 0.604
6824.242 1597.336 20.409 19.975 0.433
6642.602 1694.526 22.388 21.756 0.631
6704.145 1672.602 21.508 20.989 0.519
6600.326 1692.745 20.658 20.203 0.455
6496.725 1692.430 23.390 22.617 0.773
6561.391 1661.585 23.916 23.017 0.899
5771.742 1814.099 21.840 21.330 0.510
5523.138 1740.644 22.854 22.142 0.712
5550.134 1784.113 23.283 22.462 0.821
5634.498 1755.470 22.229 21.622 0.607
5929.603 1712.768 22.374 21.694 0.680
5937.618 1721.140 20.991 20.485 0.505
5941.045 1790.262 22.901 22.206 0.695
6865.968 1705.718 20.790 20.340 0.450
6953.528 1733.492 20.288 19.873 0.415
5780.917 1729.370 21.991 21.416 0.575
5802.737 1700.362 22.676 22.007 0.669
5783.490 1716.442 23.980 23.044 0.936
5811.905 1702.463 23.483 22.719 0.764
5813.203 1715.957 23.938 23.036 0.901
6028.550 1796.497 20.864 20.388 0.476
6029.487 1809.820 22.258 21.641 0.617
6055.685 1804.205 20.561 20.117 0.444
6816.265 1722.008 23.074 22.326 0.748
6845.398 1740.124 23.014 22.299 0.715
6559.044 1721.944 22.078 21.496 0.581
6570.433 1713.139 21.307 20.808 0.500
6610.155 1777.935 23.882 23.029 0.853
6269.943 1781.106 20.992 20.499 0.493
6152.152 1749.229 22.265 21.764 0.501
6180.037 1697.850 23.587 22.693 0.894
4955.816 1933.112 23.380 22.503 0.877
5346.364 1903.840 23.592 22.768 0.824
5305.446 1927.456 23.854 22.983 0.871
5186.310 1871.234 23.924 23.126 0.798
7110.091 1823.237 21.884 21.276 0.608
7109.780 1857.372 23.091 22.377 0.714
5440.597 1877.648 22.167 21.576 0.591
6995.323 1854.407 21.853 21.297 0.556
7017.857 1818.033 21.595 21.047 0.548
7058.918 1847.141 20.628 20.184 0.444
7088.578 1898.549 21.005 20.676 0.328
5611.686 1870.734 22.929 22.243 0.686
5607.601 1870.191 23.738 22.951 0.787
5681.172 1923.099 21.767 21.227 0.540
5689.754 1928.462 21.711 21.162 0.549
5742.422 1913.165 22.643 21.980 0.663
5769.606 1901.442 22.215 21.624 0.591
5673.651 1816.022 23.939 23.045 0.894
6130.471 1861.746 23.003 22.254 0.749
6115.497 1864.012 23.451 22.657 0.794
5919.608 1836.477 21.107 20.619 0.488
5946.178 1860.564 20.932 20.465 0.468
5972.104 1838.767 23.063 22.326 0.737
5983.139 1930.216 21.037 20.560 0.477
5978.606 1857.176 23.448 22.635 0.813
6277.565 1842.344 21.775 21.217 0.557
6283.210 1932.324 23.823 22.958 0.865
6750.643 1872.349 21.796 21.268 0.528
6762.068 1932.304 23.357 22.565 0.792
6771.339 1857.437 22.826 22.128 0.698
6804.415 1931.797 21.495 20.985 0.510
6581.519 1891.615 21.450 20.938 0.512
6612.684 1888.804 22.737 22.063 0.674
6216.367 1835.373 21.284 20.788 0.497
6158.567 1846.830 22.934 22.221 0.713
6627.449 1935.183 22.333 21.719 0.614
6672.242 1838.342 22.175 21.570 0.605
6643.806 1830.128 23.952 23.044 0.908
6491.244 1890.485 23.357 22.553 0.804
6918.299 1849.492 22.848 22.141 0.707
5863.292 1823.607 22.143 21.552 0.591
5779.181 1894.301 23.876 22.966 0.910
7120.087 2010.059 21.410 20.905 0.504
7153.244 2042.279 22.871 22.149 0.722
6979.531 2026.066 23.092 22.350 0.742
6988.752 2006.412 22.281 21.660 0.621
7017.538 2038.017 20.817 20.336 0.481
4741.322 2036.013 20.457 20.024 0.433
4810.502 1985.410 20.788 20.264 0.525
4733.185 2025.103 23.876 23.063 0.813
4943.758 2017.020 20.378 19.947 0.431
4976.781 2000.809 23.456 22.639 0.817
4995.406 1983.013 23.858 22.993 0.864
4901.739 1938.776 21.271 20.778 0.494
5101.389 2031.351 23.428 22.529 0.900
5131.373 1961.870 23.487 22.626 0.861
5150.328 2037.921 23.767 22.901 0.866
5316.038 1937.328 22.801 22.102 0.698
5338.333 2041.230 23.945 23.094 0.851
5552.348 1994.756 20.638 20.189 0.449
5554.457 1961.680 22.116 21.525 0.591
5571.187 2022.410 20.570 20.126 0.444
5612.021 2032.195 22.846 22.151 0.695
5613.319 2041.521 23.407 22.619 0.788
5580.976 1937.757 23.606 22.915 0.691
5198.188 1971.085 23.314 22.401 0.913
5230.806 1971.482 22.536 21.901 0.635
5249.405 1958.333 21.900 21.380 0.520
5673.116 1966.243 20.934 20.476 0.459
5686.571 2053.802 23.177 22.417 0.760
5760.060 1977.676 23.059 22.350 0.710
5772.187 2043.466 22.157 21.550 0.606
5803.038 1966.553 23.303 22.546 0.758
5506.649 1999.765 23.367 22.626 0.741
5510.756 2026.678 22.074 21.493 0.582
5514.926 1977.743 23.326 22.546 0.780
5528.017 1936.449 23.827 22.975 0.852
6019.038 1984.907 23.025 22.304 0.722
6050.101 2017.959 21.780 21.240 0.540
6076.750 1954.775 23.168 22.419 0.749
6121.184 2042.884 20.458 20.017 0.441
6290.266 1991.900 21.877 21.309 0.568
6310.376 2051.686 21.508 20.980 0.527
6328.878 1938.008 21.584 21.054 0.531
6719.520 1973.353 23.375 22.562 0.813
6398.252 1984.408 22.366 21.707 0.659
6421.487 1957.233 23.741 22.907 0.834
6398.164 1982.072 22.740 22.104 0.636
5943.606 1936.014 20.625 20.187 0.438
5966.140 2013.193 20.456 20.016 0.440
6000.690 1936.103 20.287 19.859 0.428
6155.762 2051.799 22.912 22.203 0.708
6609.239 2048.700 22.018 21.446 0.572
6759.592 2046.708 23.709 22.824 0.884
6844.236 2038.178 21.829 21.171 0.658
7235.842 2078.874 20.376 19.939 0.436
7182.977 2165.296 20.840 20.387 0.453
4217.528 2150.255 23.792 22.992 0.800
7012.998 2145.002 21.498 20.981 0.517
7016.570 2101.576 21.002 20.500 0.502
7047.159 2132.273 21.474 20.948 0.526
7052.021 2124.676 21.963 21.396 0.567
5306.271 2161.830 21.540 21.031 0.509
5411.072 2162.278 23.382 22.584 0.798
4477.740 2078.350 22.311 21.716 0.596
4502.878 2171.974 20.968 20.494 0.474
4470.916 2068.569 23.283 22.517 0.766
4509.360 2138.485 23.869 22.946 0.922
5258.855 2091.795 21.732 21.175 0.557
5267.811 2147.746 22.036 21.439 0.597
5275.163 2140.881 20.249 19.800 0.449
5215.434 2143.119 21.965 21.021 0.944
5455.968 2079.370 22.250 21.635 0.614
5473.539 2078.653 21.370 20.861 0.509
5529.379 2101.888 22.567 21.917 0.650
5464.328 2117.657 23.050 22.319 0.731
5505.127 2156.198 23.767 22.924 0.843
5509.420 2149.936 23.486 22.667 0.819
6259.453 2145.983 22.745 22.066 0.679
6267.901 2166.785 21.236 20.730 0.506
6273.976 2090.202 21.738 21.187 0.551
6318.303 2151.511 21.656 21.116 0.540
6328.481 2167.626 22.262 21.647 0.614
6355.088 2068.412 23.614 22.781 0.833
6375.605 2084.539 20.220 19.793 0.427
6890.907 2160.947 22.483 21.837 0.646
6919.160 2173.218 23.486 22.692 0.794
6942.062 2088.765 22.889 22.191 0.698
4858.567 2136.025 22.352 21.715 0.636
4872.311 2162.131 22.605 21.920 0.685
4914.321 2107.580 23.610 22.827 0.782
4710.427 2148.597 22.841 22.125 0.716
4774.606 2152.534 21.710 21.013 0.698
4605.172 2155.915 22.898 22.192 0.706
4646.479 2084.238 22.072 21.493 0.579
4670.125 2076.522 23.732 22.916 0.815
6170.579 2099.343 21.973 21.392 0.580
6241.140 2136.689 23.288 22.502 0.786
6639.882 2162.993 20.710 20.251 0.460
6709.606 2136.994 23.288 22.500 0.788
4978.449 2100.731 20.466 20.032 0.435
4996.084 2095.315 23.114 22.347 0.767
5055.583 2153.520 21.942 21.373 0.569
6845.225 2071.823 21.838 21.287 0.550
6524.050 2101.824 23.180 22.425 0.755
6611.043 2065.378 22.128 21.528 0.600
6010.286 2172.548 23.546 22.713 0.832
6011.351 2174.779 23.664 22.840 0.824
6411.409 2164.907 21.826 21.273 0.553
5657.917 2161.261 22.684 21.991 0.693
5659.571 2126.484 22.066 21.484 0.582
5679.208 2119.659 20.621 20.175 0.446
5801.905 2145.397 22.037 21.453 0.585
5804.906 2175.314 21.490 20.969 0.521
4365.778 2136.249 23.481 22.681 0.800
5170.254 2071.163 22.728 22.043 0.686
7223.042 2256.589 21.453 20.920 0.533
7232.718 2201.539 22.557 21.920 0.637
7256.640 2233.857 23.135 22.422 0.713
7264.586 2223.525 22.623 21.957 0.666
7132.430 2258.653 21.949 21.342 0.607
3997.168 2276.183 22.674 21.990 0.684
6915.134 2189.691 23.493 22.658 0.834
6944.423 2291.568 21.160 20.680 0.480
5822.865 2258.386 22.842 22.153 0.689
5847.845 2218.255 20.241 19.811 0.429
5844.158 2227.991 23.692 22.848 0.844
5464.413 2294.235 22.076 21.485 0.591
5522.294 2223.374 22.372 21.744 0.629
6676.765 2244.775 23.273 22.505 0.768
6707.366 2245.629 23.522 22.711 0.811
6670.195 2294.797 23.750 22.911 0.839
6706.355 2286.617 23.720 22.880 0.840
6471.972 2236.540 23.009 22.265 0.744
6416.782 2219.412 23.575 22.735 0.840
5908.704 2235.650 22.017 21.440 0.577
5946.199 2222.971 22.417 21.784 0.633
5953.986 2239.224 20.499 20.056 0.443
6747.191 2191.514 21.038 20.565 0.473
6815.621 2253.784 21.064 20.581 0.483
6826.740 2196.264 23.559 22.734 0.825
5744.789 2295.577 20.584 20.141 0.444
6524.379 2211.807 23.067 22.333 0.733
6528.302 2294.171 21.029 20.557 0.471
6235.754 2254.552 22.829 22.151 0.678
5343.306 2234.866 22.407 21.782 0.626
6105.809 2210.093 23.070 22.338 0.731
4837.024 2222.167 22.950 22.106 0.844
4861.407 2208.269 23.285 22.424 0.861
4996.653 2273.215 22.273 21.667 0.606
5016.987 2241.765 22.275 21.657 0.619
5055.336 2295.352 20.928 20.469 0.459
4991.423 2218.398 23.794 22.950 0.844
5006.116 2292.396 23.880 22.994 0.886
5200.417 2225.227 21.042 20.568 0.475
5261.553 2210.369 23.777 23.024 0.754
4472.829 2214.377 21.594 21.082 0.512
4492.413 2230.602 22.430 21.802 0.627
4502.683 2191.722 22.716 22.072 0.644
5082.699 2192.628 23.339 22.561 0.778
4264.303 2230.198 20.738 20.288 0.451
4698.762 2197.153 22.801 22.100 0.701
4583.408 2197.221 22.856 22.173 0.683
4383.614 2211.496 23.491 22.640 0.850
3530.652 2375.761 22.226 21.613 0.612
3598.300 2404.362 22.900 22.190 0.709
7324.509 2387.556 22.693 21.996 0.697
7329.572 2383.482 20.311 19.893 0.418
3841.403 2368.080 20.551 20.162 0.389
3855.911 2310.435 23.372 22.580 0.792
7112.154 2366.550 22.208 21.546 0.663
7175.631 2317.592 23.765 22.972 0.794
7033.473 2309.638 22.989 22.262 0.728
7036.025 2415.312 21.791 21.259 0.532
3962.847 2369.864 23.732 22.877 0.854
3974.501 2404.717 23.760 22.913 0.848
5803.266 2310.695 22.429 21.811 0.618
5821.418 2381.841 23.190 22.393 0.797
5966.583 2340.673 21.685 21.142 0.543
5956.411 2341.133 23.895 23.053 0.842
5739.395 2311.729 21.271 20.785 0.486
5763.542 2323.654 23.855 23.067 0.788
6885.744 2327.109 23.009 22.297 0.712
6895.999 2383.570 22.768 22.081 0.687
5474.796 2344.669 22.391 21.744 0.646
5475.097 2390.226 21.806 21.244 0.562
5505.948 2375.409 22.930 22.217 0.712
5514.973 2324.366 23.755 22.968 0.787
6328.398 2352.418 22.696 22.003 0.694
6292.950 2330.905 23.909 22.948 0.961
6697.412 2396.672 22.597 21.962 0.635
6735.249 2348.958 20.901 20.435 0.466
5563.156 2371.334 23.893 23.001 0.892
6558.449 2371.271 22.643 21.972 0.671
6558.739 2362.345 22.358 21.741 0.618
6590.042 2362.942 20.858 20.400 0.458
6780.065 2309.846 22.427 21.784 0.644
6802.919 2375.559 21.479 20.970 0.509
6060.240 2396.731 23.160 22.405 0.755
6219.613 2321.148 22.549 21.897 0.653
5299.506 2399.330 23.916 23.006 0.910
5385.488 2360.111 23.374 22.561 0.813
4126.867 2380.969 22.818 22.137 0.681
5228.205 2336.733 22.038 21.455 0.583
5227.684 2380.755 22.189 21.589 0.601
5134.493 2403.325 23.288 22.509 0.779
5162.428 2398.156 22.453 21.817 0.637
4421.467 2316.513 23.201 22.505 0.696
4309.818 2353.046 22.207 21.502 0.705
4325.534 2409.040 22.599 21.944 0.655
4255.302 2409.492 23.608 22.802 0.806
4259.487 2345.978 22.406 21.841 0.564
4264.450 2413.154 20.529 20.085 0.443
4966.893 2382.955 21.959 21.392 0.567
5016.801 2352.229 21.672 21.123 0.549
5053.012 2345.797 22.375 21.744 0.631
4985.261 2399.418 23.640 22.770 0.870
5052.168 2409.132 23.802 22.929 0.873
4871.264 2366.670 21.364 20.854 0.510
4915.861 2301.727 22.261 21.651 0.611
4709.635 2327.763 21.703 21.172 0.530
4790.634 2341.476 21.530 21.006 0.524
4470.051 2358.625 22.297 21.691 0.606
4502.925 2319.934 23.919 23.011 0.908
4565.918 2382.563 23.802 22.825 0.977
4636.123 2401.088 21.666 21.086 0.580
4619.856 2348.193 23.867 22.983 0.884
4654.092 2318.845 23.807 22.867 0.940
7322.546 2448.833 22.178 21.597 0.581
3387.254 2455.476 21.821 21.239 0.582
3279.425 2523.145 22.632 21.882 0.750
3352.815 2473.856 22.836 22.138 0.699
3510.416 2452.001 22.075 21.447 0.628
3562.631 2482.232 21.022 20.575 0.447
3643.073 2503.090 20.947 20.460 0.487
3720.367 2502.410 21.580 21.076 0.504
3630.488 2450.151 23.684 23.146 0.538
3776.611 2521.657 21.111 20.625 0.486
3842.166 2481.201 22.308 21.663 0.645
3857.762 2428.864 21.115 20.616 0.499
5669.040 2505.380 23.086 22.346 0.740
5731.612 2494.991 22.608 21.947 0.661
5758.182 2492.632 21.227 20.736 0.492
6178.100 2494.077 20.341 19.907 0.434
6214.117 2473.160 23.327 22.563 0.763
7203.040 2498.565 23.251 22.503 0.748
5777.387 2460.266 22.138 21.541 0.597
5833.496 2418.323 23.030 22.292 0.738
5852.729 2497.114 21.309 20.806 0.503
5894.479 2531.139 20.584 20.137 0.447
5791.481 2519.887 23.521 22.723 0.798
6625.217 2495.419 21.836 21.241 0.595
6671.919 2532.941 23.399 22.581 0.819
6767.525 2507.967 22.802 22.060 0.741
6854.743 2471.985 21.371 20.847 0.524
6844.634 2490.045 23.593 22.800 0.793
5962.057 2519.657 20.542 20.094 0.448
5965.571 2529.251 22.107 21.515 0.592
6010.113 2521.748 20.740 20.296 0.444
6014.907 2495.597 21.672 21.136 0.537
6872.318 2479.439 23.280 22.503 0.777
6920.193 2429.227 22.936 22.242 0.694
6920.176 2506.681 20.723 20.233 0.490
6964.552 2512.471 23.179 22.419 0.760
4082.906 2470.783 21.682 21.145 0.537
4086.226 2483.314 22.206 21.566 0.640
4088.953 2437.895 23.289 22.523 0.767
6298.209 2486.256 22.834 22.141 0.693
6334.400 2471.093 22.941 22.231 0.710
6518.199 2419.716 21.520 20.995 0.525
6599.634 2532.666 22.083 21.505 0.578
6599.732 2450.634 22.738 22.049 0.689
6380.872 2520.597 22.234 21.610 0.624
6411.827 2523.008 23.145 22.397 0.748
6414.615 2535.041 21.165 20.679 0.486
6416.733 2473.064 21.999 21.425 0.574
5626.405 2430.184 23.690 22.820 0.870
5433.893 2522.525 22.529 21.866 0.663
5450.078 2450.120 23.400 22.610 0.791
5459.075 2501.751 22.060 21.476 0.584
5460.793 2466.814 20.736 20.246 0.489
5528.686 2473.288 21.845 21.279 0.567
5529.982 2420.956 22.519 21.874 0.644
5469.666 2486.394 23.093 22.342 0.751
5512.628 2527.409 23.841 22.973 0.868
5308.411 2498.249 21.707 21.136 0.571
5386.406 2521.756 21.638 21.101 0.538
5389.957 2491.446 23.990 23.060 0.930
4495.088 2486.157 20.830 20.325 0.505
4500.053 2458.045 22.720 22.021 0.698
4522.486 2459.288 21.540 21.036 0.504
4119.562 2485.783 23.089 22.345 0.744
4937.932 2498.346 22.407 21.761 0.646
4956.377 2535.887 22.324 21.711 0.613
5039.219 2498.425 21.661 21.113 0.548
5052.719 2436.541 23.648 22.847 0.801
5085.181 2430.129 22.391 21.752 0.638
5142.680 2469.773 20.883 20.414 0.469
5106.239 2514.565 23.226 22.462 0.765
5204.090 2464.886 23.309 22.510 0.799
5212.141 2529.566 21.727 21.174 0.553
4403.385 2465.211 22.286 21.681 0.605
4416.260 2514.615 21.017 20.541 0.476
4576.010 2423.170 21.877 21.325 0.552
4673.436 2496.237 22.586 21.932 0.654
4686.060 2445.433 21.511 20.999 0.512
4655.550 2511.320 23.948 23.051 0.898
4667.845 2448.865 22.958 22.253 0.705
4857.342 2506.296 22.611 21.950 0.661
4925.301 2508.467 20.273 19.834 0.439
4777.351 2518.937 22.480 21.828 0.651
4719.230 2467.594 23.489 22.677 0.812
7260.590 2544.339 21.952 21.390 0.562
7291.501 2568.357 23.055 22.266 0.790
7297.891 2545.888 23.658 22.816 0.843
2965.032 2655.697 22.964 22.246 0.718
2993.617 2577.578 21.517 21.006 0.511
2930.984 2643.549 23.969 23.033 0.935
3083.647 2571.001 23.466 22.618 0.848
7162.281 2538.006 21.622 21.088 0.535
7193.720 2536.876 22.109 21.524 0.585
3270.831 2574.403 23.686 22.815 0.871
3293.728 2615.064 23.573 22.631 0.942
3330.510 2567.889 23.617 22.793 0.825
3340.313 2545.076 23.437 22.629 0.808
3351.255 2536.451 23.981 23.118 0.863
3740.029 2641.630 22.758 21.987 0.771
3779.347 2558.268 22.442 21.805 0.636
3756.627 2580.536 22.965 22.248 0.717
3384.508 2653.624 20.272 19.826 0.446
3464.778 2613.589 22.946 22.221 0.724
3543.432 2644.241 21.261 20.748 0.513
3253.267 2548.065 23.529 22.758 0.771
3689.566 2541.046 22.736 22.048 0.689
3726.904 2631.011 22.965 22.274 0.691
6800.800 2551.624 23.678 22.770 0.908
6980.998 2575.127 22.808 22.125 0.682
7007.502 2596.206 22.274 21.662 0.611
6963.511 2618.986 23.152 22.428 0.724
3888.797 2546.829 20.445 19.999 0.446
3896.445 2578.033 20.327 19.892 0.435
3917.448 2552.594 23.219 22.477 0.743
6257.832 2547.323 23.540 22.727 0.812
6261.248 2616.885 22.750 22.104 0.645
6353.818 2644.459 23.338 22.567 0.771
4080.642 2555.374 23.420 22.599 0.821
6518.872 2631.130 22.503 21.853 0.651
6576.825 2578.841 20.875 20.420 0.455
5925.907 2622.078 22.006 21.425 0.581
5949.833 2542.485 23.773 22.905 0.868
6066.447 2634.985 22.300 21.687 0.613
6111.360 2547.617 21.496 20.876 0.620
6651.189 2607.278 21.447 20.930 0.517
6661.671 2610.741 22.511 21.872 0.638
6692.521 2595.085 23.881 23.010 0.870
6412.023 2641.151 22.375 21.750 0.625
6458.443 2562.865 21.737 21.195 0.543
6404.589 2551.009 23.821 22.965 0.856
6493.148 2631.140 23.911 23.040 0.871
5587.464 2653.209 22.299 21.675 0.624
5616.854 2569.822 23.520 22.718 0.802
5861.206 2644.258 21.419 20.918 0.501
5873.214 2627.497 21.802 21.240 0.562
4124.525 2603.773 23.366 22.598 0.768
6209.051 2554.025 23.406 22.625 0.781
5666.663 2607.835 21.629 21.092 0.538
5745.048 2626.075 22.896 22.183 0.712
5297.857 2563.004 22.014 21.434 0.580
5312.343 2547.146 21.307 20.806 0.501
5351.915 2581.046 22.040 21.466 0.575
5358.268 2648.445 22.626 21.950 0.675
4621.363 2564.198 22.841 22.148 0.693
4624.226 2618.213 23.391 22.606 0.785
4628.212 2633.405 23.996 23.082 0.914
4843.771 2570.865 20.821 20.362 0.459
4883.871 2576.453 23.050 22.314 0.736
4883.719 2643.488 21.256 20.728 0.528
4908.385 2597.653 21.146 20.598 0.548
4226.990 2648.573 23.769 22.816 0.953
5107.566 2654.385 21.251 20.750 0.501
5094.917 2577.524 22.594 21.799 0.795
5166.319 2577.370 23.464 22.639 0.825
4553.598 2560.523 23.022 22.291 0.731
4466.962 2581.557 23.912 23.009 0.903
4498.871 2597.657 23.881 23.000 0.880
5015.908 2612.233 22.706 22.027 0.679
4960.003 2623.289 23.715 22.890 0.825
5047.298 2639.410 23.618 22.825 0.793
4393.064 2557.949 21.690 21.158 0.532
4430.905 2652.689 21.234 20.746 0.488
4352.259 2576.919 23.643 22.826 0.817
7336.183 2726.359 23.208 22.414 0.794
7252.130 2711.827 23.468 22.668 0.799
7285.779 2688.123 23.593 22.720 0.873
7300.733 2661.793 23.888 23.077 0.811
2598.419 2737.991 21.188 20.676 0.511
2666.462 2701.196 22.361 21.722 0.639
2693.666 2713.896 21.288 20.768 0.521
2718.219 2756.113 22.911 22.181 0.731
3086.215 2663.760 23.688 22.847 0.841
3093.021 2751.343 23.604 22.785 0.819
7167.393 2731.679 22.134 21.537 0.597
2869.472 2718.235 21.604 21.059 0.546
2893.320 2713.314 20.417 19.964 0.454
3152.340 2712.743 23.355 22.558 0.797
3232.795 2742.276 23.790 22.781 1.008
2941.031 2743.617 22.626 21.809 0.818
2956.544 2770.231 20.300 19.855 0.445
2992.757 2759.244 23.903 23.044 0.858
3518.405 2722.296 22.453 21.807 0.646
3587.312 2756.732 21.649 21.112 0.537
3597.554 2683.551 22.462 21.810 0.652
3597.098 2770.436 23.189 22.442 0.747
3284.280 2723.199 22.614 21.868 0.746
3399.006 2658.202 21.729 21.184 0.546
3425.882 2672.073 23.092 22.354 0.738
3455.388 2761.423 23.394 22.561 0.833
6738.153 2676.615 21.153 20.660 0.493
6794.535 2723.495 23.301 22.554 0.747
7026.477 2775.112 21.856 21.291 0.565
7038.358 2671.174 21.153 20.668 0.485
7094.318 2673.397 22.723 22.068 0.655
6892.262 2738.460 21.921 21.355 0.566
6948.344 2674.657 22.778 22.093 0.685
6967.565 2743.597 21.597 21.083 0.513
6088.776 2707.968 22.287 21.661 0.626
6086.831 2762.729 23.311 22.525 0.786
6618.142 2738.207 23.177 22.439 0.738
6656.594 2726.016 23.312 22.548 0.764
